web-scraper-order,web-scraper-start-url,category,category-href,subcategory,subcategory-href,sub-sub-category,sub-sub-category-href,pagination,product-link,product-link-href,name,wholesale-sku,brand,packagesize,age group,color,width,height,construction,image-src,wheelbase,length,gender,easternprice,Diameter,Angle,Durometer
"1752772939-463","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-SCHOOL BUS YELLOW","https://www.easternskatesupply.com/jessup-single-sheet-school-bus-yellow.html","JESSUP SINGLE SHEET-SCHOOL BUS YELLOW","1GPIM0SHEE001YS","Jessup","1 SINGLE PIECE","All Ages","","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1531946114251_1GPIM0SHEE001YS.png","","","ALL","$4.00","","",""
"1752772950-464","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-PANIC RED","https://www.easternskatesupply.com/jessup-single-sheet-panic-red.html","JESSUP SINGLE SHEET-PANIC RED","1GPIM0SHEE001RP","Jessup","1 SINGLE PIECE","All Ages","","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1531945514412_1GPIM0SHEE001RP.png","","","ALL","$4.00","","",""
"1752772962-465","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-RED ALERT","https://www.easternskatesupply.com/jessup-single-sheet-red-alert.html","JESSUP SINGLE SHEET-RED ALERT","1GPIM0SHEE001R3","Jessup","1 SINGLE PIECE","All Ages","LIGHT/BRIGHT RED","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPIM0SHEE001R3.png","","","ALL","$4.00","","",""
"1752772973-466","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-AGENT ORANGE","https://www.easternskatesupply.com/jessup-single-sheet-agent-orange.html","JESSUP SINGLE SHEET-AGENT ORANGE","1GPIM0SHEE001OA","Jessup","1 SINGLE PIECE","All Ages","","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPIM0SHEE001OA.png","","","ALL","$4.00","","",""
"1752772984-467","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-NEON YELLOW","https://www.easternskatesupply.com/jessup-single-sheet-neon-yellow.html","JESSUP SINGLE SHEET-NEON YELLOW","1GPIM0SHEE001NY","Jessup","1 SINGLE PIECE","All Ages","","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPIM0SHEE001NY.png","","","ALL","$4.00","","",""
"1752772996-468","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-NEON GREEN","https://www.easternskatesupply.com/jessup-single-sheet-neon-green.html","JESSUP SINGLE SHEET-NEON GREEN","1GPIM0SHEE001NG","Jessup","1 SINGLE PIECE","All Ages","NEON YELLOW","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1531945514412_1GPIM0SHEE001NG.png","","","ALL","$4.00","","",""
"1752773007-469","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-BLK/YEL STRIPE","https://www.easternskatesupply.com/jessup-single-sheet-blk-yel-stripe.html","JESSUP SINGLE SHEET-BLK/YEL STRIPE","1GPIM0SHEE001KY","Jessup","1 SINGLE PIECE","All Ages","BLACK/YELLOW","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPIM0SHEE001KY.png","","","ALL","$4.00","","",""
"1752773019-470","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-SIDEWALK GRAY","https://www.easternskatesupply.com/jessup-single-sheet-sidewalk-gray.html","JESSUP SINGLE SHEET-SIDEWALK GRAY","1GPIM0SHEE001GS","Jessup","1 SINGLE PIECE","All Ages","","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPIM0SHEE001GS.png","","","ALL","$4.00","","",""
"1752773030-471","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-FOREST GREEN","https://www.easternskatesupply.com/jessup-single-sheet-forest-green.html","JESSUP SINGLE SHEET-FOREST GREEN","1GPIM0SHEE001G4","Jessup","1 SINGLE PIECE","All Ages","DARK FOREST HUNTER MOSS","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPIM0SHEE001G4.png","","","ALL","$4.00","","",""
"1752773041-472","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-CAMO","https://www.easternskatesupply.com/jessup-single-sheet-camo.html","JESSUP SINGLE SHEET-CAMO","1GPIM0SHEE001CA","Jessup","1 SINGLE PIECE","All Ages","","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1539971112733_1GPIM0SHEE001CA.png","","","ALL","$4.00","","",""
"1752773053-473","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-SKY BLUE","https://www.easternskatesupply.com/jessup-single-sheet-sky-blue.html","JESSUP SINGLE SHEET-SKY BLUE","1GPIM0SHEE001BS","Jessup","1 SINGLE PIECE","All Ages","","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPIM0SHEE001BS.png","","","ALL","$4.00","","",""
"1752773064-474","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","JESSUP SINGLE SHEET-MIDNIGHT BLUE","https://www.easternskatesupply.com/jessup-single-sheet-midnight-blue.html","JESSUP SINGLE SHEET-MIDNIGHT BLUE","1GPIM0SHEE001B4","Jessup","1 SINGLE PIECE","All Ages","NAVY, DARK, INDIGO, MIDNIGHT","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPIM0SHEE001B4.png","","","ALL","$4.00","","",""
"1752773076-475","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 20/BOX 10.5x33.5 GRIP- SALT CLEAR","https://www.easternskatesupply.com/pepper-g5-20-box-10-5x33-5-grip-salt.html","PEPPER G5 20/BOX 10.5x33.5 GRIP- SALT CLEAR","1GPEPXSALT105KK","Pepper","20 PACK","All Ages","CLEAR, TRANSLUCENT","10.5""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPEPXSALT105KK.png","","33.5""","ALL","$85.00","","",""
"1752773087-476","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 20/BOX 9x33.5 GRIP-CENTERED LOGO","https://www.easternskatesupply.com/pepper-g5-20-box-9x33-5-grip-centered-logo.html","PEPPER G5 20/BOX 9x33.5 GRIP-CENTERED LOGO","1GPEPXLPHPLC9KW","Pepper","20 PACK","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPEPXLPHPLC9KW_1.png","","33.5""","ALL","$105.00","","",""
"1752773098-477","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 SINGLE SHEET 10.5x33.5 GRIP- SALT CLEAR","https://www.easternskatesupply.com/pepper-g5-single-sheet-10-5x33-5-grip-salt.html","PEPPER G5 SINGLE SHEET 10.5x33.5 GRIP- SALT CLEAR","1GPEPSSALT105KK","Pepper","1 SINGLE PIECE","All Ages","CLEAR, TRANSLUCENT","10.5""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPEPSSALT105KK.png","","33.5""","ALL","$4.50","","",""
"1752773110-478","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-MULTI CHILL","https://www.easternskatesupply.com/pepper-g5-single-sheet-9x33-5-grip-multi-chill.html","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-MULTI CHILL","1GPEPSMTICHL900","Pepper","1 SINGLE PIECE","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPEPSMTICHL900.png","","33.5""","ALL","$6.75","","",""
"1752773121-479","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-CENTERED LOGO","https://www.easternskatesupply.com/pepper-g5-single-sheet-9x33-5-grip-centered-logo.html","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-CENTERED LOGO","1GPEPSLPHPLC9KW","Pepper","1 SINGLE PIECE","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPEPSLPHPLC9KW_1.png","","33.5""","ALL","$5.50","","",""
"1752773132-480","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-GALAXY SPARKLE","https://www.easternskatesupply.com/pepper-single-sheet-9-5x33-5-galaxy-sparkle-grip.html","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-GALAXY SPARKLE","1GPEPSGPHGL95KK","Pepper","1 SINGLE PIECE","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/6/1651255274803_1GPEPSGPHGL95KK.png","","33.5""","ALL","$4.50","","",""
"1752773144-481","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-DELATORRE","https://www.easternskatesupply.com/pepper-g5-single-sheet-9x33-5-grip-delatorre.html","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-DELATORRE","1GPEPSDELAT90KK","Pepper","1 SINGLE PIECE","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPEPSDELAT90KK.png","","33.5""","ALL","$6.75","","",""
"1752773155-482","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-BIG CHILL","https://www.easternskatesupply.com/pepper-g5-single-sheet-9x33-5-grip-big-chill.html","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-BIG CHILL","1GPEPSBIGCHL900","Pepper","1 SINGLE PIECE","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPEPSBIGCHL900.png","","33.5""","ALL","$6.75","","",""
"1752773166-483","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-JOHN FITZGERALD","https://www.easternskatesupply.com/pepper-g5-single-sheet-9x33-5-grip-john-fitzgerald.html","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-JOHN FITZGERALD","1GPEPSAAPHJFZ00","Pepper","1 SINGLE PIECE","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPEPSAAPHJFZ00.png","","33.5""","ALL","$6.75","","",""
"1752773178-484","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-ANDREW ALLEN","https://www.easternskatesupply.com/pepper-single-sheet-grip-andrew-allen.html","PEPPER G5 SINGLE SHEET 9x33.5 GRIP-ANDREW ALLEN","1GPEPSAAPHAAC00","Pepper","1 SINGLE PIECE","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GPEPSAAPHAAC00.png","","33.5""","ALL","$6.75","","",""
"1752773189-485","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 ROLL 10.5x60 GRIP-BLACK","https://www.easternskatesupply.com/pepper-roll-10-5x60-black-grip.html","PEPPER G5 ROLL 10.5x60 GRIP-BLACK","1GPEPR0PHBKR10K","Pepper","1 SINGLE ROLL","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/6/1663693291036_1GPEPR0PHBKR10K.png","","60'","ALL","$80.00","","",""
"1752773200-486","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 ROLL 9x60 GRIP-BLACK","https://www.easternskatesupply.com/pepper-roll-9x60-black-grip.html","PEPPER G5 ROLL 9x60 GRIP-BLACK","1GPEPR0PHBK9RKK","Pepper","1 SINGLE ROLL","All Ages","BLACK","9.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/6/1651255274803_1GPEPR0PHBK9RKK.png","","60'","ALL","$70.00","","",""
"1752773211-487","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","PEPPER G5 ALPHA NUMERIC DIE-CUT GRIP ART KIT","https://www.easternskatesupply.com/pepper-custom-grip-kit-die-cut-pieces-alphanumeric.html","PEPPER G5 ALPHA NUMERIC DIE-CUT GRIP ART KIT","1GPEPKAPGLAN6KK","Pepper","1 QTY KIT","All Ages","BLACK","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/6/1651255274803_1GPEPKAPGLAN6KK.png","","","ALL","$13.00","","",""
"1752773222-488","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Griptape","https://www.easternskatesupply.com/skate/components/subcategory-1.html","https://www.easternskatesupply.com/skate/components/subcategory-1.html?p=2","OPERA BLOOD ROSE GRIP GRIP SHEET 10x33","https://www.easternskatesupply.com/opera-blood-rose-grip-grip-sheet-10x33.html","OPERA BLOOD ROSE GRIP GRIP SHEET 10x33","1GOPEBLOODROSEK","Opera","1 SINGLE PIECE","All Ages","BLACK","10.0""","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/G/1GOPEBLOODROSEK.png","","33.0""","ALL","$10.00","","",""
